"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,22А,22А,,1,1.204,,,,,,,,0.038,0.117,0.267,,1.626,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,24А,24А,,1,1.204,,,,,,,,0.087,0.247,0.267,,1.805,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,2А,2А,,1,1.204,,,,,,,,0.138,0.209,0.267,,1.818,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,30,30,,1,1.204,,,,,,,,0.064,0.169,0.267,,1.704,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,37,37,,2,1.204,,,0.201,0.152,,0.312,,0.121,0.209,0.267,,2.466,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,38,38,,2,1.204,,,0.201,0.152,,0.312,,0.091,0.132,0.267,,2.359,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,39,39,,1,1.204,,,,,,,,0.148,0.253,0.267,,1.872,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,41,41,,2,1.204,,,,,,0.312,,0.136,0.215,0.267,,2.134,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,42,42,,1,1.204,,,0.201,,,,,0.121,0.209,0.267,,2.002,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,43,43,,2,1.204,,,,,,,,0.083,0.433,0.267,,1.987,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Букова,44,44,,2,1.204,,,,,,,,0.125,0.215,0.267,,1.811,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Заліська,40,40Б,,1,,,,,,,,,0.068,0.389,0.267,,0.724,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Заліська,48,48,,1,,,,,,,,,0.158,0.360,0.267,,0.785,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Зачепилівська,21,21,,1,,,,,,,,,0.178,0.305,0.267,,0.750,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,12,12а,1,3,1.204,,,0.201,0.152,,,,0.042,0.146,0.267,,2.012,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,12,12г,2,1,1.204,,,0.201,0.152,,,,0.143,0.162,0.267,,2.129,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,14,14,,2,1.204,,,,,,,,0.116,0.112,0.267,,1.699,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,18,18,,2,1.204,,,,,,,,0.111,0.164,0.267,,1.746,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,22,22,,3,1.204,,,0.201,0.152,,0.312,,0.106,0.183,0.267,,2.425,2.425
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,29,29А,,2,1.204,,,,,,,,0.097,0.184,0.267,,1.752,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,29,29Б,,1,1.204,,,,,,,,0.082,0.225,0.267,,1.778,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Іванівська,29,29Г,,1,1.204,,,,,,,,0.101,0.172,0.267,,1.744,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Іванівський,10,10,,1,,,,,,,,,0.143,0.164,0.267,,0.574,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Іванівський,5,5б,,1,,,,,,,,,0.061,0.248,0.267,,0.576,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Іванівський,5,5г,,1,,,,,,,,,0.221,0.253,0.267,,0.741,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,191,191,,9,1.204,0.511,0.179,0.201,0.152,0.017,0.312,0.118,0.057,0.086,0.267,0.396,3.500,2.414
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,195,195,,16,1.204,1.617,0.247,0.201,0.152,0.017,0.312,0.118,0.080,0.117,0.267,0.396,4.728,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,195Г,195Г,,16,1.204,0.611,0.135,0.201,0.152,0.017,0.312,0.118,0.080,0.117,0.267,0.396,3.610,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,195Д,195Д,,16,1.204,0.948,0.190,0.201,0.152,0.017,0.312,0.118,0.080,0.117,0.267,0.396,4.002,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,197,197,,9,1.204,1.551,0.290,0.201,0.152,0.017,0.312,0.118,0.087,0.131,0.267,0.396,4.726,2.489
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,197А,197А,,12,1.204,1.245,0.212,0.201,0.152,0.017,0.312,0.118,0.096,0.142,0.267,0.396,4.362,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,197Б,197Б,,12,1.204,1.243,0.217,0.201,0.152,0.017,0.312,0.118,0.096,0.142,0.267,0.396,4.365,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,197В,197В,,12,1.204,0.917,0.212,0.201,0.152,0.017,0.312,0.118,0.096,0.142,0.267,0.396,4.034,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,199,199,,12,1.204,0.775,0.209,0.201,0.152,0.017,0.312,0.118,0.096,0.142,0.267,0.396,3.889,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,199Б,199Б,,16,1.204,1.181,0.279,0.201,0.152,0.017,0.312,0.118,0.086,0.126,0.267,0.396,4.339,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,199Г,199Г,,16,1.204,1.181,0.279,0.201,0.152,0.017,0.312,0.118,0.086,0.126,0.267,0.396,4.339,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,201А,201А,,16,1.204,1.181,0.279,0.201,0.152,0.017,0.312,0.118,0.086,0.126,0.267,0.396,4.339,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,261,261,,5,1.204,,,0.201,0.152,,0.312,,0.069,0.113,0.267,,2.318,2.318
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,274,274,,16,1.204,0.654,,0.201,0.152,0.017,0.312,0.118,0.086,0.117,0.267,0.396,3.524,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,276,276,,6,1.204,,,0.201,0.152,,0.312,,0.107,0.135,0.267,,2.378,2.378
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,276А,276А,,9,1.204,1.581,0.073,0.201,0.152,0.017,0.312,0.118,0.083,0.132,0.267,0.396,4.536,2.486
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,276Б,276Б,,15,1.204,0.840,0.047,0.201,0.152,0.017,0.312,0.118,0.072,0.117,0.267,0.396,3.743,2.460
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,29,29,,1,,,,,,,,,0.114,0.194,0.267,,0.575,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,323,323,,2,1.204,,,0.201,0.152,,0.312,,0.212,0.243,0.267,,2.591,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,325,325,,2,1.204,,,0.201,0.152,,0.312,,0.148,0.154,0.267,,2.438,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,327,327,,3,1.204,,,0.201,0.152,,0.312,,0.148,0.166,0.267,,2.450,2.450
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,327А,327А,,2,1.204,,,0.201,0.152,,0.312,,0.110,0.224,0.267,,2.470,2.470
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,329,329,,2,1.204,,,0.201,0.152,,0.312,,0.148,0.169,0.267,,2.453,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,329А,329А,,2,1.204,,,0.201,0.152,,0.312,,0.147,0.252,0.267,,2.535,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,331,331,,2,1.204,,,0.201,0.152,,,,0.148,0.169,0.267,,2.141,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,331А,331А,,3,1.204,,,0.201,0.152,,0.312,,0.157,0.179,0.267,,2.472,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,332,332,,2,1.204,,,0.201,0.152,,0.312,,0.157,0.179,0.267,,2.472,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,332/1,332/1,,2,1.204,,,0.201,0.152,,0.312,,0.160,0.183,0.267,,2.479,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,334,334,,2,1.204,,,0.201,0.152,,0.312,,0.138,0.157,0.267,,2.431,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,336,336,,2,1.204,,,0.201,0.152,,0.312,,0.092,0.171,0.267,,2.399,2.399
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,336А,336А,,9,1.204,1.621,,0.201,0.152,0.017,0.312,0.118,0.087,0.136,0.267,0.396,4.511,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,338,338,,2,1.204,,,0.201,0.152,,0.312,,0.157,0.268,0.267,,2.561,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,338А,338А,,9,1.204,1.554,,0.201,0.152,0.017,0.312,0.118,0.092,0.157,0.267,0.396,4.470,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,340,340,,2,1.204,,,0.201,0.152,,0.312,,0.138,0.157,0.267,,2.431,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,342,342,,2,1.204,,,0.201,0.152,,0.312,,0.129,0.237,0.267,,2.502,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,344,344,,2,1.204,,,0.201,0.152,,0.312,,0.141,0.161,0.267,,2.438,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,344А,344А,,14,1.204,1.834,,0.201,0.152,0.017,0.312,0.118,0.091,0.142,0.267,0.396,4.734,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,346А,346А,,5,1.204,,,0.201,0.152,,0.312,,0.077,0.121,0.267,,2.334,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,51б,51Б/А,,2,,,,0.201,0.152,,,,0.143,0.164,0.267,,0.927,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,51б,51Б/Б,,2,,,,,,,,,0.077,0.112,0.267,,0.456,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,53,53а,,2,1.204,,,,,,,,0.047,0.122,0.267,,1.640,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,53,53г,,2,1.204,,,,,,,,0.083,0.203,0.267,,1.757,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,55,55а,,2,1.204,,,,,,,,0.097,0.298,0.267,,1.866,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,55,55б,,2,1.204,,,,,,,,0.077,0.111,0.267,,1.659,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,55,55д,,2,1.204,,,,,,,,0.086,0.132,0.267,,1.689,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,55,55е,,1,1.204,,,,,,,,0.100,0.283,0.267,,1.854,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Клочківська,61/63,61/63,,5,1.204,,,0.201,0.152,,0.312,,0.101,0.132,0.267,,2.369,2.369
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Космічна,4,4,,6,1.204,,,0.201,0.152,,0.312,,0.080,0.108,0.267,,2.324,2.324
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Космічна,6,6,,2,1.204,,,0.201,0.152,,0.312,,0.134,0.154,0.267,,2.424,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Кутова,11,11,,1,1.204,,,,,,,,0.115,0.169,0.267,,1.755,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Кутова,13,13,,1,,,,,,,,,0.064,0.219,0.267,,0.550,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Кутова,14,14,,1,,,,,,,,,0.119,0.350,0.267,,0.736,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Кутова,7,7,,2,1.204,,,,,,,,0.133,0.151,0.267,,1.755,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,В`ячеслава Чорновол,49,49,,1,,,,,,,,,0.124,0.107,0.267,,0.498,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Малоджанкойська,67,67,,1,,,,,,,,,0.057,0.196,0.267,,0.520,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,11,11,,3,1.204,,,0.201,0.152,,0.312,,0.018,0.029,0.267,,2.183,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,3,3,,2,1.204,,,0.201,0.152,,0.312,,0.211,0.242,0.267,,2.589,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,3А,3А,,3,1.204,,,0.201,0.152,,0.312,,0.178,0.203,0.267,,2.517,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,5,5,,2,1.204,,,0.201,0.152,,0.312,,0.212,0.243,0.267,,2.591,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,7,7,,2,1.204,,,0.201,0.152,,0.312,,0.215,0.244,0.267,,2.595,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,7А,7А,,3,1.204,,,0.201,0.152,,0.312,,0.184,0.201,0.267,,2.521,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Мирна,7Б,7Б,,2,1.204,,,0.201,0.152,,0.312,,0.121,0.140,0.267,,2.397,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Монтажна,2,2,,2,1.204,,,0.201,0.152,,,,0.105,0.147,0.267,,2.076,2.076
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Музична,1,1,,1,,,,0.201,0.152,,,,0.150,0.171,0.267,,0.941,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Музична,3,3,,1,1.204,,,0.201,0.152,,,,0.164,0.188,0.267,,2.176,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Музична,4,4,,2,1.204,,,0.201,0.152,,0.312,,0.147,0.167,0.267,,2.450,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Музична,7,7,,1,1.204,,,0.201,0.152,,,,0.136,0.154,0.267,,2.114,
"ШЕВЧЕНКІВСЬКИЙ",10,вул.,Музична,8,8,,2,1.204,,,0.201,0.152,,0.312,,0.158,0.181,0.267,,2.475,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Набережний,12,12Г,,2,1.204,,,,,,,,0.101,0.113,0.267,,1.685,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Набережний,13,13,,2,1.204,,,,,,,,0.111,0.147,0.267,,1.729,
"ШЕВЧЕНКІВСЬКИЙ",10,пров.,Набережний,14,14А,,2,1.204,,,,,,,,0.087,0.198,0.267,,1.756,
